LAMMPS data file. CGCMM style. atom_style atomic generated by VMD/TopoTools v1.2 on Fri Jan 30 19:49:54 GMT 2015
 8032 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 2 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.092500 59.710501  xlo xhi
 -0.111000 60.312000  ylo yhi
 -12.390501 57.609499  zlo zhi

# Pair Coeffs
#
# 1  1
# 2  2

 Masses

 1 18.014999 # 1
 2 12.011000 # 2

 Atoms

1 1 25.678999 24.700998 16.618000 # 1
2 1 6.225000 12.734000 21.010000 # 1
3 1 14.099000 17.025999 39.286999 # 1
4 1 18.966999 4.237000 28.105999 # 1
5 1 6.771000 31.351997 38.657001 # 1
6 1 29.750000 13.381001 36.469002 # 1
7 1 58.198997 53.107998 15.480000 # 1
8 1 2.511000 46.569000 35.726002 # 1
9 1 4.703000 21.702000 24.080000 # 1
10 1 5.753000 39.653999 31.028999 # 1
11 1 26.351999 50.509998 43.198002 # 1
12 1 32.132000 42.228001 18.011000 # 1
13 1 11.371000 41.389999 42.396999 # 1
14 1 36.188999 26.802000 32.502998 # 1
15 1 43.411999 35.924000 38.388000 # 1
16 1 23.240000 35.026001 20.677000 # 1
17 1 57.258999 6.465000 35.781002 # 1
18 1 12.438000 26.046999 23.775002 # 1
19 1 7.104000 21.870998 28.387001 # 1
20 1 23.424999 3.899000 14.058001 # 1
21 1 8.727000 25.907000 16.315001 # 1
22 1 47.604000 14.266000 32.824001 # 1
23 1 56.299000 26.647999 35.851002 # 1
24 1 10.732000 24.771000 34.577999 # 1
25 1 2.798000 24.119999 26.096001 # 1
26 1 33.925999 35.158001 19.993000 # 1
27 1 25.311998 23.759998 19.298000 # 1
28 1 52.530998 23.281000 28.075001 # 1
29 1 50.873001 27.820999 42.601002 # 1
30 1 41.337997 9.574000 21.789001 # 1
31 1 7.520000 9.240000 44.375999 # 1
32 1 37.277000 21.646999 23.288000 # 1
33 1 21.817999 37.778999 39.411999 # 1
34 1 33.014000 5.423000 23.483000 # 1
35 1 28.938000 38.978001 21.597000 # 1
36 1 4.502000 31.826000 29.160000 # 1
37 1 53.070999 40.245998 37.639000 # 1
38 1 8.475000 35.404999 40.049999 # 1
39 1 51.832001 15.376000 36.284000 # 1
40 1 38.876999 22.470999 37.757000 # 1
41 1 27.144999 27.896999 15.926001 # 1
42 1 55.599998 18.146000 12.411000 # 1
43 1 50.772999 57.066998 23.559000 # 1
44 1 13.457000 3.602000 18.032000 # 1
45 1 40.410000 18.175999 22.000999 # 1
46 1 2.483000 34.702999 27.980000 # 1
47 1 22.837999 45.529999 27.839001 # 1
48 1 6.135000 1.559000 31.668999 # 1
49 1 32.995998 13.795000 30.403999 # 1
50 1 40.603001 55.313000 40.532001 # 1
51 1 19.806999 14.845000 33.284000 # 1
52 1 36.007999 28.651999 17.433001 # 1
