sysname Tnuc
OH_REC_d4.0_d4.5_0.05 200.8
OH_REC_d4.0_d5.0_0.05 200.8
OH_REC_d4.0_d5.5_0.05 203.74
OH_REC_d4.0_d6.0_0.05 218.9
OH_REC_d4.5_d5.0_0.05 203.1
OH_REC_d4.5_d5.5_0.05 210.34
OH_REC_d4.5_d6.0_0.05 200.0
OH_REC_d5.0_d5.5_0.05 200.0
OH_REC_d5.0_d6.0_0.05 200.0
OH_REC_d5.5_d6.0_0.05 200.0
OH_SHEX_d2.5_d2.7_0.05 264.86
OH_SHEX_d2.5_d2.9_0.05 252.84
OH_SHEX_d2.5_d3.1_0.05 249.34
OH_SHEX_d2.5_d3.3_0.05 234.42
OH_SHEX_d2.5_d3.5_0.05 211.18
OH_SHEX_d2.5_d4.0_0.05 225.18
OH_SHEX_d2.5_d4.5_0.05 216.12
OH_SHEX_d2.5_d5.0_0.05 214.48
OH_SHEX_d2.5_d5.5_0.05 237.16
OH_SHEX_d2.5_d6.0_0.05 246.9
OH_SHEX_d2.7_d2.9_0.05 231.0
OH_SHEX_d2.7_d3.1_0.05 231.88
OH_SHEX_d2.7_d3.3_0.05 224.76
OH_SHEX_d2.7_d3.5_0.05 208.76
OH_SHEX_d2.7_d4.0_0.05 224.94
OH_SHEX_d2.7_d4.5_0.05 213.0
OH_SHEX_d2.7_d5.0_0.05 215.14
OH_SHEX_d2.7_d5.5_0.05 224.32
OH_SHEX_d2.7_d6.0_0.05 222.54
OH_SHEX_d2.9_d3.1_0.05 212.24
OH_SHEX_d2.9_d3.3_0.05 208.78
OH_SHEX_d2.9_d3.5_0.05 200.0
OH_SHEX_d2.9_d4.0_0.05 204.04
OH_SHEX_d2.9_d4.5_0.05 200.0
OH_SHEX_d2.9_d5.0_0.05 214.5
OH_SHEX_d2.9_d5.5_0.05 209.82
OH_SHEX_d2.9_d6.0_0.05 201.4
OH_SHEX_d3.1_d3.3_0.05 200.8
OH_SHEX_d3.1_d3.5_0.05 200.0
OH_SHEX_d3.1_d4.0_0.05 200.0
OH_SHEX_d3.1_d4.5_0.05 200.0
OH_SHEX_d3.1_d5.0_0.05 206.26
OH_SHEX_d3.1_d5.5_0.05 200.8
OH_SHEX_d3.1_d6.0_0.05 200.8
OH_SHEX_d3.3_d3.5_0.05 200.0
OH_SHEX_d3.3_d4.0_0.05 200.8
OH_SHEX_d3.3_d4.5_0.05 200.0
OH_SHEX_d3.3_d5.0_0.05 200.0
OH_SHEX_d3.3_d5.5_0.05 200.0
OH_SHEX_d3.3_d6.0_0.05 200.0
OH_SHEX_d3.5_d4.0_0.05 200.0
OH_SHEX_d3.5_d4.5_0.05 200.0
OH_SHEX_d3.5_d5.0_0.05 200.0
OH_SHEX_d3.5_d5.5_0.05 200.0
OH_SHEX_d3.5_d6.0_0.05 200.0
OH_SHEX_d4.0_d4.5_0.05 200.0
OH_SHEX_d4.0_d5.0_0.05 200.0
OH_SHEX_d4.0_d5.5_0.05 200.0
OH_SHEX_d4.0_d6.0_0.05 200.0
OH_SHEX_d4.5_d5.0_0.05 209.66
OH_SHEX_d4.5_d5.5_0.05 200.0
OH_SHEX_d4.5_d6.0_0.05 200.0
OH_SHEX_d5.0_d5.5_0.05 200.6
OH_SHEX_d5.0_d6.0_0.05 200.0
OH_SHEX_d5.5_d6.0_0.05 200.84
OH_SREC_d10.0_d2.5_s0.62_0.05 209.72
OH_SREC_d10.0_d2.5_s0.74_0.05 203.74
OH_SREC_d10.0_d2.5_s0.86_0.05 206.74
OH_SREC_d10.0_d3.0_s0.62_0.05 206.26
OH_SREC_d10.0_d3.0_s0.74_0.05 205.74
OH_SREC_d10.0_d3.0_s0.86_0.05 209.2
OH_SREC_d10.0_d3.5_s0.62_0.05 208.48
OH_SREC_d10.0_d3.5_s0.74_0.05 209.72
OH_SREC_d10.0_d3.5_s0.86_0.05 206.64
OH_SREC_d10.0_d4.0_s0.62_0.05 202.8
OH_SREC_d10.0_d4.0_s0.74_0.05 200.92
OH_SREC_d10.0_d4.0_s0.86_0.05 200.0
OH_SREC_d10.0_d4.5_s0.62_0.05 200.0
OH_SREC_d10.0_d4.5_s0.74_0.05 200.0
OH_SREC_d10.0_d4.5_s0.86_0.05 200.82
OH_SREC_d10.0_d5.0_s0.62_0.05 200.0
OH_SREC_d10.0_d5.0_s0.74_0.05 200.0
OH_SREC_d10.0_d5.0_s0.86_0.05 200.64
OH_SREC_d11.0_d2.5_s0.62_0.05 237.28
OH_SREC_d11.0_d2.5_s0.74_0.05 236.92
OH_SREC_d11.0_d2.5_s0.86_0.05 237.32
OH_SREC_d11.0_d3.0_s0.62_0.05 232.14
OH_SREC_d11.0_d3.0_s0.74_0.05 232.38
OH_SREC_d11.0_d3.0_s0.86_0.05 232.72
OH_SREC_d11.0_d3.5_s0.62_0.05 214.7
OH_SREC_d11.0_d3.5_s0.74_0.05 214.7
OH_SREC_d11.0_d3.5_s0.86_0.05 216.52
OH_SREC_d11.0_d4.0_s0.62_0.05 208.46
OH_SREC_d11.0_d4.0_s0.74_0.05 204.6
OH_SREC_d11.0_d4.0_s0.86_0.05 207.26
OH_SREC_d11.0_d4.5_s0.62_0.05 200.0
OH_SREC_d11.0_d4.5_s0.74_0.05 200.0
OH_SREC_d11.0_d4.5_s0.86_0.05 201.1
OH_SREC_d11.0_d5.0_s0.62_0.05 200.0
OH_SREC_d11.0_d5.0_s0.74_0.05 200.0
OH_SREC_d11.0_d5.0_s0.86_0.05 200.0
OH_SREC_d11.0_d5.5_s0.62_0.05 200.0
OH_SREC_d11.0_d5.5_s0.74_0.05 200.0
OH_SREC_d11.0_d5.5_s0.86_0.05 200.0
OH_SREC_d12.0_d2.5_s0.62_0.05 251.6
OH_SREC_d12.0_d2.5_s0.74_0.05 251.34
OH_SREC_d12.0_d2.5_s0.86_0.05 251.24
OH_SREC_d12.0_d3.0_s0.62_0.05 244.9
OH_SREC_d12.0_d3.0_s0.74_0.05 244.66
OH_SREC_d12.0_d3.0_s0.86_0.05 244.18
OH_SREC_d12.0_d3.5_s0.62_0.05 230.66
OH_SREC_d12.0_d3.5_s0.74_0.05 230.76
OH_SREC_d12.0_d3.5_s0.86_0.05 231.12
OH_SREC_d12.0_d4.0_s0.62_0.05 203.76
OH_SREC_d12.0_d4.0_s0.74_0.05 206.46
OH_SREC_d12.0_d4.0_s0.86_0.05 212.86
OH_SREC_d12.0_d4.5_s0.62_0.05 215.48
OH_SREC_d12.0_d4.5_s0.74_0.05 206.58
OH_SREC_d12.0_d4.5_s0.86_0.05 200.0
OH_SREC_d12.0_d5.0_s0.62_0.05 200.96
OH_SREC_d12.0_d5.0_s0.74_0.05 200.0
OH_SREC_d12.0_d5.0_s0.86_0.05 200.0
OH_SREC_d12.0_d5.5_s0.62_0.05 200.0
OH_SREC_d12.0_d5.5_s0.74_0.05 200.0
OH_SREC_d12.0_d5.5_s0.86_0.05 200.0
OH_SREC_d12.0_d6.0_s0.62_0.05 200.0
OH_SREC_d12.0_d6.0_s0.74_0.05 200.0
OH_SREC_d12.0_d6.0_s0.86_0.05 200.0
OH_SREC_d5.0_d2.5_s0.62_0.05 234.26
OH_SREC_d5.0_d2.5_s0.74_0.05 231.92
OH_SREC_d5.0_d2.5_s0.86_0.05 224.3
OH_SREC_d6.0_d2.5_s0.62_0.05 219.42
OH_SREC_d6.0_d2.5_s0.74_0.05 217.16
OH_SREC_d6.0_d2.5_s0.86_0.05 210.86
OH_SREC_d6.0_d3.0_s0.62_0.05 200.0
OH_SREC_d6.0_d3.0_s0.74_0.05 201.0
OH_SREC_d6.0_d3.0_s0.86_0.05 205.12
OH_SREC_d7.0_d2.5_s0.62_0.05 219.42
OH_SREC_d7.0_d2.5_s0.74_0.05 217.26
OH_SREC_d7.0_d2.5_s0.86_0.05 213.86
OH_SREC_d7.0_d3.0_s0.62_0.05 200.0
OH_SREC_d7.0_d3.0_s0.74_0.05 200.0
OH_SREC_d7.0_d3.0_s0.86_0.05 200.0
OH_SREC_d7.0_d3.5_s0.62_0.05 200.0
OH_SREC_d7.0_d3.5_s0.74_0.05 200.0
OH_SREC_d7.0_d3.5_s0.86_0.05 200.0
OH_SREC_d8.0_d2.5_s0.62_0.05 201.2
OH_SREC_d8.0_d2.5_s0.74_0.05 200.0
OH_SREC_d8.0_d2.5_s0.86_0.05 202.2
OH_SREC_d8.0_d3.0_s0.62_0.05 201.6
OH_SREC_d8.0_d3.0_s0.74_0.05 200.0
OH_SREC_d8.0_d3.0_s0.86_0.05 203.38
OH_SREC_d8.0_d3.5_s0.62_0.05 200.96
OH_SREC_d8.0_d3.5_s0.74_0.05 201.42
OH_SREC_d8.0_d3.5_s0.86_0.05 201.52
OH_SREC_d8.0_d4.0_s0.62_0.05 200.0
OH_SREC_d8.0_d4.0_s0.74_0.05 200.8
OH_SREC_d8.0_d4.0_s0.86_0.05 200.0
OH_SREC_d9.0_d2.5_s0.62_0.05 206.26
OH_SREC_d9.0_d2.5_s0.74_0.05 211.02
OH_SREC_d9.0_d2.5_s0.86_0.05 213.14
OH_SREC_d9.0_d3.0_s0.62_0.05 200.0
OH_SREC_d9.0_d3.0_s0.74_0.05 200.72
OH_SREC_d9.0_d3.0_s0.86_0.05 200.52
OH_SREC_d9.0_d3.5_s0.62_0.05 200.0
OH_SREC_d9.0_d3.5_s0.74_0.05 200.0
OH_SREC_d9.0_d3.5_s0.86_0.05 200.0
OH_SREC_d9.0_d4.0_s0.62_0.05 201.62
OH_SREC_d9.0_d4.0_s0.74_0.05 200.0
OH_SREC_d9.0_d4.0_s0.86_0.05 200.0
OH_SREC_d9.0_d4.5_s0.62_0.05 200.0
OH_SREC_d9.0_d4.5_s0.74_0.05 200.0
OH_SREC_d9.0_d4.5_s0.86_0.05 200.0
OH_ANGE_d2.5_0.05 200.98
OH_ANGE_d2.7_0.05 200.0
OH_ANGE_d2.9_0.05 200.0
OH_ANGE_d3.1_0.05 200.0
OH_ANGE_d3.3_0.05 200.0
OH_ANGE_d3.5_0.05 200.0
OH_MART_d2.5_0.05 200.0
OH_MART_d2.7_0.05 200.0
OH_MART_d2.9_0.05 200.0
OH_MART_d3.1_0.05 200.0
OH_MART_d3.3_0.05 200.0
OH_MART_d3.5_0.05 200.8
OH_PHIL_d2.5_0.05 200.0
OH_PHIL_d2.7_0.05 200.0
OH_PHIL_d2.9_0.05 200.0
OH_PHIL_d3.1_0.05 200.0
OH_PHIL_d3.3_0.05 200.98
OH_PHIL_d3.5_0.05 200.0
OH_basal_C1 264.025
OH_basal_C1_0.05 263.715
OH_basal_C1_rmag0.25_0.05 263.43
OH_basal_C1_rmag0.5_0.05 264.51
OH_basal_C1_rmag0.75_0.05 249.85
OH_basal_C1_rmag1.0_0.05 231.675
OH_basal_Cline 200.0
OH_basal_Cline_rmag0.25 212.79
OH_basal_Cline_rmag0.5 232.94
OH_basal_Cline_rmag0.75 229.605
OH_basal_Cline_rmag1.0 219.51
OH_basal_Cline_rmag1.25 200.0
OH_basal_Cline_rmag1.5 200.0
OH_basal_full 263.86
OH_basal_full_0.05 262.975
OH_basal_full_rmag0.25_0.05 250.775
OH_basal_full_rmag0.5_0.05 252.495
OH_basal_full_rmag0.75_0.05 223.96
OH_basal_full_rmag1.0_0.05 200.0
OH_prism2_C1 265.095
OH_prism2_C1_rmag0.25 265.625
OH_prism2_C1_rmag0.5 265.8
OH_prism2_C1_rmag0.75 256.125
OH_prism2_C1_rmag1.0 227.815
OH_prism2_C1_rmag1.25 200.0
OH_prism2_Cline 265.42
OH_prism2_Cline_rmag0.25 265.08
OH_prism2_Cline_rmag0.5 263.355
OH_prism2_Cline_rmag0.75 238.635
OH_prism2_Cline_rmag1.0 205.14
OH_prism2_Cline_rmag1.25 200.0
OH_prism2_Cline_rmag1.5 200.0
OH_prism2_full 265.565
OH_prism2_full_0.05 265.405
OH_prism2_full_rmag0.25_0.05 265.075
OH_prism2_full_rmag0.5_0.05 265.105
OH_prism2_full_rmag0.75_0.05 257.01
OH_prism2_full_rmag1.0_0.05 237.855
OH_prism_C1 264.44
OH_prism_C1_rmag0.25 263.645
OH_prism_C1_rmag0.5 265.25
OH_prism_C1_rmag0.75 247.61
OH_prism_C1_rmag1.0 219.665
OH_prism_C1_rmag1.25 220.66
OH_prism_Cline 259.42
OH_prism_Cline_rmag0.25 264.655
OH_prism_Cline_rmag0.5 264.395
OH_prism_Cline_rmag0.75 259.185
OH_prism_Cline_rmag1.0 247.43
OH_prism_Cline_rmag1.25 221.25
OH_prism_Cline_rmag1.5 200.0
OH_prism_full 264.75
OH_prism_full_rmag0.25 265.21
OH_prism_full_rmag0.5 265.16
OH_prism_full_rmag0.75 260.895
OH_prism_full_rmag1.0 224.2
OH_Ic110_b1_C1 270.01
OH_Ic110_b1_C2 270.29
OH_Ic110_b1_C3 270.265
OH_Ic110_b1_Cline 269.36
OH_Ic110_b1_Cslash 212.66
OH_Ic110_b1_Ctick 270.295
OH_Ic110_b2_C1 269.525
OH_Ic110_b2_C2 264.345
OH_Ic110_b2_C3 264.41
OH_Ic110_b2_Cslash 200.0
OH_Ic110_b2_Ctick 269.99
OH_Ic110_b3_C1 231.725
OH_Ic110_b3_C2 227.39
OH_Ic110_b3_C3 232.56
OH_Ic110_b3_Cslash 219.555
OH_Ic110_b3_Ctick 243.27
OH_Ic110_b4_C1 222.73
OH_Ic110_b4_C2 219.75
OH_Ic110_b4_C3 220.565
OH_Ic110_b4_Cslash 233.32
OH_Ic110_b4_Ctick 214.2
OH_Ic110_b5_C1 202.485
OH_Ic110_b5_C2 207.295
OH_Ic110_b5_C3 209.585
OH_Ic110_b5_Cline 270.19
OH_Ic110_b5_Cslash 231.445
OH_Ic110_b5_Ctick 212.72
OH_Ic110Cfull 270.04
OH_Ic110Cline 270.91
OH_Ic211_b1_C1 271.85
OH_Ic211_b1_C2 271.22
OH_Ic211_b1_Chex 248.795
OH_Ic211_b1_Cline 251.255
OH_Ic211_b2_C1 271.025
OH_Ic211_b2_C2 270.945
OH_Ic211_b2_Chex 259.6
OH_Ic211_b2_Cline 216.255
OH_Ic211_b3_C1 254.205
OH_Ic211_b3_C2 236.07
OH_Ic211_b3_Chex 255.335
OH_Ic211_b3_Cline 217.17
OH_Ic211_b4_C1 237.535
OH_Ic211_b4_C2 230.32
OH_Ic211_b4_Chex 228.975
OH_Ic211_b4_Cline 225.475
OH_Ic211_b5_C1 227.305
OH_Ic211_b5_C2 230.615
OH_Ic211_b5_Chex 233.08
OH_Ic211_b5_Cline 216.32
OH_Ic211C1 270.098
OH_Ic211C2 271.85
OH_Ic211Chex 246.155
OH_Ic211Cline 238.645
OH_Ic321_b1_C1 270.175
OH_Ic321_b1_C2 262.62
OH_Ic321_b1_C3 254.795
OH_Ic321_b1_C4 272.74
OH_Ic321_b1_C5 271.51
OH_Ic321_b1_C6 272.195
OH_Ic321_b1_Cline 241.23
OH_Ic321_b1_Cpent 247.04
OH_Ic321_b2_C1 268.78
OH_Ic321_b2_C2 257.19
OH_Ic321_b2_C3 250.27
OH_Ic321_b2_C4 270.43
OH_Ic321_b2_C5 255.015
OH_Ic321_b2_C6 266.88
OH_Ic321_b2_Cline 240.34
OH_Ic321_b2_Cpent 241.03
OH_Ic321_b3_C1 256.135
OH_Ic321_b3_C2 244.155
OH_Ic321_b3_C3 237.665
OH_Ic321_b3_C4 215.38
OH_Ic321_b3_C5 217.26
OH_Ic321_b3_C6 221.385
OH_Ic321_b3_Cline 236.895
OH_Ic321_b3_Cpent 227.23
OH_Ic321_b4_C1 222.95
OH_Ic321_b4_C2 225.23
OH_Ic321_b4_C3 215.1
OH_Ic321_b4_C4 224.245
OH_Ic321_b4_C5 224.06
OH_Ic321_b4_C6 222.39
OH_Ic321_b4_Cline 229.82
OH_Ic321_b4_Cpent 202.0
OH_Ic321_b5_C1 200.0
OH_Ic321_b5_C2 200.0
OH_Ic321_b5_C3 200.0
OH_Ic321_b5_C4 217.185
OH_Ic321_b5_C5 218.355
OH_Ic321_b5_C6 215.235
OH_Ic321_b5_Cline 220.595
OH_Ic321_b5_Cpent 200.0
OH_Ic321C2 232.315
OH_Ic321C5 272.28
OH_Ic321Cfull 272.02
OH_Ic321Cline 200.0
OH_Ic321Cpent 207.945
OH_Ic001_b1_Czig 270.485
OH_Ic001_b2_Czig 270.145
OH_Ic001_b3_Czig 270.52
OH_Ic001_b4_Czig 271.065
OH_Ic001_b5_Czig 252.12
OH_Ic001_Cbilayer 232.48
OH_Ic001_Cfull 270.835
OH_Ic001_Chalfbi 200.0
OH_Ic001_Cline 202.0
OH_Ic001_Csparsebi 200.0
OH_Ic001_Eline 200.0
LJ_Ic110_e2.9_1.50 270.56
LJ_Ic110_e3.0_0.95 259.955
LJ_Ic110_e3.0_1.50 270.11
LJ_Ic110_e3.1_0.35 222.265
LJ_Ic110_e3.1_0.95 248.67
LJ_Ic110_e3.1_1.50 264.365
LJ_Ic110_e3.2_0.35 219.17
LJ_Ic110_e3.2_0.95 239.625
LJ_Ic110_e3.2_1.50 252.25
LJ_Ic110_e3.3_0.35 217.335
LJ_Ic110_e3.3_0.95 234.655
LJ_Ic110_e3.3_1.50 243.015
LJ_Ic110_e3.4_0.35 216.185
LJ_Ic110_e3.4_0.95 230.12
LJ_Ic110_e3.4_1.50 233.595
LJ_Ic211_e2.7_0.40 242.245
LJ_Ic211_e2.7_0.95 272.075
LJ_Ic211_e2.7_1.40 271.365
LJ_Ic211_e2.8_0.40 222.41
LJ_Ic211_e2.8_0.95 268.33
LJ_Ic211_e2.8_1.40 271.015
LJ_Ic211_e2.9_0.40 216.42
LJ_Ic211_e2.9_0.95 218.415
LJ_Ic211_e2.9_1.40 231.895
LJ_Ic211_e3.0_0.40 212.43
LJ_Ic211_e3.0_0.95 217.725
LJ_Ic211_e3.0_1.40 218.65
LJ_Ic211_e3.1_0.40 209.33
LJ_Ic211_e3.1_0.95 218.45
LJ_Ic211_e3.1_1.40 220.95
LJ_Ic211_e3.2_0.40 212.955
LJ_Ic211_e3.2_0.95 216.94
LJ_Ic211_e3.2_1.40 216.6
LJ_Ic321_e2.9_0.40 233.89
LJ_Ic321_e2.9_1.0 264.35
LJ_Ic321_e2.9_1.50 270.96
LJ_Ic321_e3.0_0.40 224.395
LJ_Ic321_e3.0_1.0 256.46
LJ_Ic321_e3.0_1.50 259.725
LJ_Ic321_e3.1_0.40 217.45
LJ_Ic321_e3.1_1.0 247.45
LJ_Ic321_e3.1_1.50 250.065
LJ_Ic321_e3.2_0.40 213.38
LJ_Ic321_e3.2_1.0 237.155
LJ_Ic321_e3.2_1.50 241.84
LJ_Ic321_e3.3_0.40 200.0
LJ_Ic321_e3.3_1.0 228.42
LJ_Ic321_e3.3_1.50 232.695
LJ_Ic321_e3.4_0.40 200.0
LJ_Ic321_e3.4_1.0 221.08
LJ_Ic321_e3.4_1.50 222.615
LJ_Ic321_e3.5_0.40 200.0
LJ_Ic321_e3.5_1.0 216.925
LJ_Ic321_e3.5_1.50 214.715
